URL_ID,URL,Positive Score,Negative Score,Polarity Score,Subjectivity Score,Avg Sentence Length,Percentage of Complex Words,Fog Index,Avg Number of Words Per Sentence,Complex Word Count,Word Count,Syllable Per Word,Personal Pronouns,Avg Word Length
blackassign0001.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,13,-2,1.364,0.022,16.9,0.20315581854043394,6.841262327416174,16.9,103,507,1.8284023668639053,6,5.295857988165681
blackassign0002.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,63,-30,2.818,0.023,18.225,0.25377229080932784,7.3915089163237315,18.225,370,1458,1.9320987654320987,8,5.689300411522634
blackassign0003.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,47,-24,3.087,0.019,19.62295081967213,0.32748538011695905,7.980174479915636,19.62295081967213,392,1197,2.14452798663325,15,6.205513784461153
blackassign0004.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,47,-75,-4.357,-0.024,21.6,0.281986531986532,8.752794612794615,21.6,335,1188,2.069023569023569,7,6.096801346801347
blackassign0005.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,30,-9,1.857,0.026,18.431818181818183,0.24784217016029594,7.471864140791393,18.431818181818183,201,811,1.9136868064118373,8,5.774352651048089
blackassign0006.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,94,-26,1.765,0.037,21.61627906976744,0.30392684238838086,8.768082364862329,21.61627906976744,565,1859,2.07315761161915,8,6.1436256051640665
blackassign0007.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,30,-40,-7.0,-0.01,16.53968253968254,0.21976967370441458,6.703780885354783,16.53968253968254,229,1042,1.8656429942418427,3,5.49616122840691
blackassign0008.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,38,-10,1.714,0.032,16.942307692307693,0.3518728717366629,6.917672225617743,16.942307692307693,310,881,2.234960272417707,5,6.491486946651532
blackassign0009.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,51,-51,102000000.0,0.0,17.161290322580644,0.30451127819548873,6.986320640310453,17.161290322580644,324,1064,2.193609022556391,5,6.434210526315789
blackassign0010.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,67,-70,-45.667,-0.002,20.258823529411764,0.22067363530778164,8.191798865887819,20.258823529411764,380,1722,1.862369337979094,10,5.504065040650406
blackassign0011.txt,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,69,-20,1.816,0.034,20.492957746478872,0.3017182130584192,8.317870383814917,20.492957746478872,439,1455,2.040549828178694,5,5.995876288659794
